genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8016,1,2,0.17900845,0.12601982,0.11367683,0.156387061,2.93473196,2,4151.55481,600.5630798,95,0,0,95,411.3282813,24.20375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10983,28,14,0.45629925,0.32228425,0.056481883,0.156387061,2.93473196,14,2723.037671,327.0661377,1,0,0,1,674.3634375,5.37359375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26422,2,1,0.24510045,0.14264186,0.07194769,0.156387061,2.93473196,23,3830.798511,823.6094818,73,0,0,73,144.5,30.02890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26438,2,1,0.25670588,0.120643005,0.088704124,0.156387061,2.93473196,9,3359.103918,724.4865326,124,0,0,124,239.1023438,28.9,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9643,1,2,0.13649866,0.12658538,0.12150687,0.156387061,2.93473196,6,4413.616699,1027.671063,216,0,0,216,281.5040625,36.48625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9640,1,5,0.14110895,0.1358155,0.100568414,0.156387061,2.93473196,15,4409.274976,1039.495422,207,1,0,208,361.0242188,45.15625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36278,2,1,0.15147664,0.12639248,0.10779143,0.156387061,2.93473196,14,3502.500952,2755.903992,274,0,0,274,409.0704688,22.26203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20475,2,17,0.158694,0.14464664,0.08240499,0.156387061,2.93473196,19,2951.376807,3147.3651,87,0,0,87,42.6275,20.72671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28773,2,1,0.19393434,0.13306667,0.09939379,0.156387061,2.93473196,5,3546.326172,892.2770203,156,1,0,157,310.675,36.8475,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7987,19,1,0.4342347,0.10643781,0.07190904,0.156387061,2.93473196,1,4518.635278,705.6050568,79,0,0,79,102.95625,24.15859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,5947,2,19,0.18619174,0.17819206,0.07358184,0.156387061,2.93473196,22,2090.525195,2900.621887,101,0,0,101,146.3965625,14.991875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,17346,2,1,0.16303578,0.15204638,0.11385105,0.156387061,2.93473196,9,4590.496802,2568.343689,170,0,0,170,255.0425,34.68,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20191,2,1,0.22331494,0.10580621,0.0779725,0.156387061,2.93473196,9,1166.34848,1381.24834,203,0,0,203,401.34875,32.73828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9705,2,17,0.18551514,0.12501314,0.08795651,0.156387061,2.93473196,10,4161.360938,1041.92226,43,0,0,43,61.99953125,11.4696875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28040,2,1,0.28164288,0.11608078,0.07247988,0.156387061,2.93473196,1,3939.501392,907.8448242,180,0,0,180,160.4853125,20.410625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8760,2,1,0.17076364,0.15945467,0.101819955,0.156387061,2.93473196,1,4750.70686,1284.684937,226,0,0,226,264.8865625,41.40828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6636,2,1,0.17686191,0.16560373,0.085165165,0.156387061,2.93473196,15,2060.130847,3204.376318,140,0,0,140,172.0001563,21.72015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27046,2,19,0.27719134,0.13946496,0.09861128,0.156387061,2.93473196,2,5180.469434,2222.526709,134,0,0,134,157.9565625,41.1825,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,34327,2,17,0.15424867,0.1507145,0.10031402,0.156387061,2.93473196,19,1924.942249,1006.006647,85,0,0,85,73.01765625,17.6109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,21652,2,19,0.4261029,0.07279761,0.07200233,0.156387061,2.93473196,6,5071.359814,673.8064758,392,0,0,392,558.8085938,133.0754688,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26356,2,1,0.19168673,0.11478575,0.11057924,0.156387061,2.93473196,9,3571.96521,778.8013458,203,0,0,203,602.92625,29.84828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31046,28,5,0.32819137,0.18046059,0.122921,0.156387061,2.93473196,28,2228.330615,658.2016815,0,0,0,0,453.2784375,5.1478125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10889,2,1,0.14292161,0.13214628,0.10995649,0.156387061,2.93473196,9,3037.776526,725.1252777,77,0,0,77,298.5279688,33.3253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31098,1,19,0.29808602,0.09813092,0.09136595,0.156387061,2.93473196,1,2452.330518,807.764328,115,0,0,115,366.3978125,40.50515625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,22342,1,2,0.10843967,0.10460644,0.09645282,0.156387061,2.93473196,8,1605.288397,1866.31134,123,0,0,123,143.6420313,25.7390625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10799,1,19,0.29562834,0.09642727,0.071562216,0.156387061,2.93473196,19,533.4905884,2642.066455,98,0,0,98,138.900625,17.70125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20109,2,1,0.21339576,0.1108197,0.10471183,0.156387061,2.93473196,9,852.0087372,1649.382355,121,0,0,121,258.29375,23.9328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28373,2,1,0.10031486,0.092502065,0.08607994,0.156387061,2.93473196,3,3888.421289,938.017749,70,0,0,70,60.5996875,14.31453125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,12695,1,5,0.17998944,0.09534051,0.07555853,0.156387061,2.93473196,12,4436.119287,2428.115063,155,0,0,155,90.08671875,46.60125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10797,2,1,0.12714054,0.12367945,0.064220436,0.156387061,2.93473196,19,514.2381714,2632.723718,61,0,0,61,140.5714063,13.50171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9275,3,5,0.12140505,0.10849859,0.10456043,0.156387061,2.93473196,15,4741.110742,1131.444421,104,0,0,104,85.93234375,31.29328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2813,1,18,0.18321668,0.108004354,0.107223645,0.156387061,2.93473196,20,5442.466577,883.6901733,30,0,0,30,146.2610938,15.48859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,18219,2,19,0.23777325,0.14657344,0.089775994,0.156387061,2.93473196,2,2625.497058,2517.483765,127,0,0,127,94.3765625,44.8853125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26332,2,1,0.2216413,0.14412953,0.07097683,0.156387061,2.93473196,9,3869.380127,522.2951172,72,0,0,72,198.3714063,7.405625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,23705,2,1,0.19068933,0.14382398,0.09661988,0.156387061,2.93473196,15,2799.93175,3410.985046,202,0,0,202,177.1028125,53.60046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,33705,2,1,0.1604675,0.114506334,0.09289277,0.156387061,2.93473196,15,2098.67843,904.7040161,325,0,0,327,289.3160938,42.26625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,12876,2,1,0.16207352,0.13759653,0.106677465,0.156387061,2.93473196,8,3273.308289,1341.536053,128,0,0,128,208.44125,26.7325,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15202,2,12,0.17880115,0.16775733,0.06186131,0.156387061,2.93473196,9,4834.616553,2585.019958,143,0,0,143,151.8153125,37.79578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1384,2,19,0.18015303,0.15629819,0.07036504,0.156387061,2.93473196,5,3296.121118,809.2889221,45,0,0,45,78.6621875,17.11421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,32004,1,2,0.19444342,0.11921013,0.09636516,0.156387061,2.93473196,1,3525.90293,2452.822961,158,0,0,158,314.9196875,36.125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36074,2,17,0.14677787,0.13803715,0.060877364,0.156387061,2.93473196,11,3636.863208,2991.762805,122,0,0,122,140.5714063,18.785,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26361,2,1,0.19699274,0.116170265,0.08663232,0.156387061,2.93473196,19,3630.0271,770.64505,71,0,0,71,362.2885938,24.1134375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2807,1,19,0.22416267,0.098662674,0.081167504,0.156387061,2.93473196,10,4994.044678,1714.483826,222,1,0,224,139.4425,51.25234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10811,2,12,0.16770414,0.1454695,0.061973557,0.156387061,2.93473196,9,520.1244629,2684.887488,185,0,0,185,137.3653125,38.96984375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26367,5,14,0.17280963,0.16202287,0.075350925,0.156387061,2.93473196,9,3683.37373,181.319062,5,0,0,5,867.5870313,9.8440625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,5400,2,1,0.17682452,0.1432796,0.11024211,0.156387061,2.93473196,11,3901.012744,3406.020557,244,0,0,244,279.2010938,40.46,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31131,28,5,0.4151605,0.27214345,0.08009263,0.156387061,2.93473196,14,2086.35343,762.1953735,0,0,0,0,549.1451563,5.10265625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,11057,2,7,0.12716448,0.11896431,0.10640604,0.156387061,2.93473196,9,4868.652246,2084.022986,97,0,0,97,68.41171875,25.06171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,11592,2,19,0.32243782,0.11638456,0.09626181,0.156387061,2.93473196,9,4809.020264,1748.384009,96,0,0,96,162.6979688,23.07484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,825,2,1,0.121239476,0.11988205,0.072915554,0.156387061,2.93473196,9,841.8078552,2064.908362,77,0,0,77,91.6671875,31.74484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9276,2,1,0.23785524,0.115588106,0.09079106,0.156387061,2.93473196,5,4754.799561,1137.271259,265,0,0,265,286.6067188,49.62671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20196,1,3,0.16147256,0.090491466,0.088362515,0.156387061,2.93473196,5,1190.086536,1392.48739,127,0,0,127,130.05,22.578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31771,2,1,0.23047921,0.16089045,0.065829314,0.156387061,2.93473196,12,3559.355078,2043.641553,100,0,0,100,98.12453125,27.86140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,13000,2,1,0.22923945,0.121698186,0.085690774,0.156387061,2.93473196,6,3273.35249,1329.634497,129,0,0,129,118.49,29.26125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,14664,2,19,0.17263761,0.17137975,0.05643931,0.156387061,2.93473196,19,4781.03667,2757.461426,217,0,0,217,264.0285938,65.07015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7839,19,1,0.36219704,0.11286125,0.081451006,0.156387061,2.93473196,9,4479.212793,635.0871704,52,0,0,52,95.95703125,22.03625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6080,2,1,0.21758825,0.15611526,0.07558068,0.156387061,2.93473196,2,2227.666345,3349.511536,110,0,0,110,106.0720313,31.970625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,771,2,1,0.16457959,0.13380574,0.11206582,0.156387061,2.93473196,3,4115.729053,811.9579865,313,0,0,313,394.7107813,63.760625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6312,2,19,0.2061311,0.1691237,0.071726285,0.156387061,2.93473196,2,2108.948987,2882.585742,192,1,0,193,111.7617188,46.420625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,18976,1,2,0.18983568,0.113706626,0.08951262,0.156387061,2.93473196,4,2708.823828,2459.813464,129,0,0,129,118.7157813,39.015,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31128,28,5,0.4054289,0.2480794,0.087467685,0.156387061,2.93473196,1,2048.382336,758.0022858,0,0,0,0,226.5489063,5.01234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27807,2,1,0.19132203,0.16096719,0.054971404,0.156387061,2.93473196,10,4063.153979,1013.060236,162,0,0,162,219.3690625,35.71859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31089,2,12,0.14460988,0.13969322,0.088833585,0.156387061,2.93473196,28,2401.353967,826.666452,51,0,0,51,60.55453125,25.468125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,34405,19,2,0.37627962,0.08887769,0.07605886,0.156387061,2.93473196,19,1681.551099,1100.288995,272,0,0,272,243.7082813,60.28359375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,23847,1,2,0.15064481,0.11271228,0.1097788,0.156387061,2.93473196,25,5334.691309,1485.327582,146,0,0,146,269.0409375,20.63640625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,32929,2,19,0.22780848,0.14221014,0.058018714,0.156387061,2.93473196,11,5239.803003,3406.329761,133,0,0,133,208.5315625,32.87375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,32746,2,19,0.19623956,0.16029802,0.071208924,0.156387061,2.93473196,25,3605.955664,2411.890564,45,1,0,46,61.72859375,24.6553125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,24233,1,2,0.10575578,0.10271072,0.08404579,0.156387061,2.93473196,10,5023.274219,1596.610138,295,0,0,295,156.8276563,61.72859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6474,19,2,0.1664298,0.07484322,0.07419695,0.156387061,2.93473196,22,2353.551013,3108.028528,248,0,0,249,145.3128125,119.1221875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6308,1,2,0.1827537,0.09883915,0.08954888,0.156387061,2.93473196,21,2182.699561,2880.46676,251,0,0,251,276.9432813,50.34921875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,35821,2,1,0.13314995,0.11978448,0.11306632,0.156387061,2.93473196,24,3563.801807,3055.376465,122,0,0,122,144.1839063,35.17671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10862,28,14,0.53249425,0.24304324,0.048299633,0.156387061,2.93473196,9,2944.092456,545.2919128,3,0,0,3,813.535,5.1478125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8054,2,1,0.22852024,0.10731875,0.08176037,0.156387061,2.93473196,9,4331.123535,573.8848358,90,0,0,90,369.378125,36.5765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Stratified Sampling - Raw Data
